"","AAPL","AXP","BA","CAT","CSCO","CVX","DIS","DWDP","GE","GS","HD","IBM","INTC","JNJ","JPM","KO","MCD","MMM","MRK","MSFT","NKE","PFE","PG","TRV","UNH","UTX","VZ","WMT","XOM"
"1",0.0409726680094606,0.00875748716338931,0.00190347286895376,0.0268592937488505,0.0212164947604374,0.0191430932319925,0.019661699234824,0.0187866057114574,0.0146729629323068,0.000514737852097547,0.000285508119005407,0.0162518341386004,0.0230531017847331,0.00579073636834782,-0.00191308298348059,0.00119106792497403,0.00963455859550999,0.0188919485723709,0.0199903200864648,0.0248258917875464,-0.00088774798861091,0.0263722912060298,0.00493741744248455,0.00252210202380443,-0.0492986464281953,0.00602234537272262,0.0285249971388213,-0.00344752644877966,0.0231126180927661
"2",-0.00361537452056321,0.00165889275938103,-0.00333321147585908,-0.0178258117861954,0.0116394632476968,-0.0054978442371163,0.00248259840809117,-0.0115189673728264,-0.00667197354976912,-0.0059861323221293,0.010788993418017,0.000107127199537871,-0.000303878904153176,-0.00443603001833237,0.024859553846396,-0.00417454362231551,0.0119147429469497,-0.00306503250547774,-0.00480294620854727,0.00354706413218286,-0.000888818941183978,-0.00054829598729933,-0.00503890242077087,-0.00758572043136452,0.010267577029639,-0.00253127508529261,0.0164075723746633,0.0231378176170796,-0.00675668159091547
"3",0.0223826710816285,0.00289732095609763,0.0083119125708051,-0.0109714179686651,0.019756040312024,-0.0128305614460853,0.0163935592530167,0.00216978093761089,0.00983360232729558,0.0207965723187735,0.0137433139168999,-0.00301260511982271,0.0325934262273271,0.000385791371058986,0.0145717107898822,-0.00639520800389803,0.00315336417894319,-0.0173880382520863,0.00125543109058057,-0.00106297337482131,0.00340194370382574,0.00846214975729964,-0.00893023178128161,0,0.00929097432049231,0.00326833454271691,0.0020536808873346,0.00262094852483008,-0.00729071490155153
"4",0.0335179210008245,-0.00289732095609763,0.0136254788951393,-0.00778874531290175,0.0300600887026565,0.00104674021577011,0.0145282279934107,0.0207373526597112,0.0178323061010719,0.00121571649712493,-0.00839186501752698,0.00279843925806667,0.007328497139373,0.00462769508964289,0.0169518853734214,0.00480031048138274,0.00353573298121379,-0.00675001551576582,0.00521300184596374,-0.00177392507600871,0.00999190129122418,-0.00928489732878068,0.01044476941065,0.00632550014283462,0.00209169894735739,-0.00115871295113168,0.015201047924486,-0.00412210113081057,-0.00244193524420222
"5",-0.0155315140812928,-0.00748908881047328,-0.00514622068391501,-0.0172525584320704,0.00530112644750291,-0.0108668041898934,-0.00361240279679853,-0.031391024385802,-0.0140515191474493,-0.0127388158074044,0.00252488083075164,-0.0198654388368551,-0.00791672677077759,-0.0114134421708934,0.0023240870236525,-0.0106310554204665,-0.0138205281886083,-0.00339206799855596,-0.0199569379072355,-0.0179152603125901,-0.00777935751481507,-0.0107572030092111,0.00513146818123777,0.0165082867931967,-0.00909575772705162,-0.0145428939133212,-0.0295266384471957,-0.0162787162291469,-0.0150270918436219
"6",0.0312461189154172,-0.00397522802314709,-0.00540849324316772,0.0245563022542923,0.0205575420647217,-0.0049465289359838,0.000402283878463194,0.0111353628500117,0.00907777910413143,0.00286757892966705,-0.013823997619598,0.00372064336047284,0.00528473275518504,0.0190776321335604,0.000774190966560173,0.00843396922936446,-0.00159227085959257,0.00930097643797634,-0.0264441704660459,-0.00325909403802838,0.014336448725524,-0.0125579109405751,0.00610352230708555,0.0286119888163734,-0.0036966652957533,-0.00611342284648586,0.0189644884211195,0.00209698696826788,0.0140486176365457
"7",0.0163012498413673,0.00355790336748285,-0.00401660105046364,0.000606162731029425,-0.00519316032440598,0,-0.00807096835124366,-0.00700567257709439,-0.0150709896720929,-0.00112536196209945,-0.00341496694537691,-0.0204141910414286,-0.0165342632805796,-0.00267605433446594,0.00283180360106039,-0.00601716791319085,-0.0188945816455166,-0.00349257928769209,-0.00502361503908411,-0.00509089675965324,0.00362425893632601,-0.0132861797692874,-0.00550166413647757,0.00672756656890394,-0.00335695635084532,0.00482953295968835,-0.00409204779326666,0.00474956568497165,-0.00441519650015021
"8",0.00331095307728396,0.0182157559400058,0.0203873094366331,0.0144406482286343,0.0187886531606498,0.0105697804213021,0.00887426925915724,-0.00510399654875116,0.0122624635268607,0.017356300619114,0.0110558200038224,0.00677736166968046,-0.00597195733042932,-0.00479614315351062,0.00819228809277561,0.00180904483471256,0.0173008372859691,0.00984495716280342,0.0134842299937366,0.00979508655880634,0.00115691160093601,0.000284173044481584,0.00330430539167104,0.00477807030324673,0.0256808036377261,0.0258935332772654,0.00762519394887784,0.00717644073226609,0
"9",-0.0574016640973876,0.0188974151167383,-0.001624899363601,0.000599693151011049,-0.00879772527618883,-0.0137627082138971,-0.00321796487941706,-0.00856467728301791,0,0.0175549446347327,-0.00112802901944198,0.0402592701271054,-0.0099320738097779,-0.00308166953479327,-0.00767869289516598,-0.00140643239115068,0.00318601521914008,0.00714299067798052,-0.00780722230977871,-0.00579284688093518,-0.00188043754838008,-0.00943251244996679,-0.00521158654496645,-0.000715386360412573,0.00550407979665213,-0.00470641864551391,0.000542049362719066,0.00656502273216963,-0.00988151066279874
"10",-0.0057055081451296,0.00461893633992627,0.0222866444333496,0.00907381594079215,0.0700233219317039,0.00342922069432872,0.00120791395139275,0.0102689487003493,0.0413222580049739,-0.00654699487907706,-0.0139270578400321,0.013732223734948,-0.00515551733692154,-0.0271792566419609,0.00895274985645189,0.00301133117934826,0.0063413285390399,0.0139009665907759,0.00564470173957776,0.00975626017865139,0.0044792573713528,0.00515633366083001,-0.00513827781185583,0.014208231547864,0.0061555824915307,0.0217738290135276,0.0018967906569527,-0.000187198757717777,0.0054470162695055
